Edad	Sexo	Unidad	Periodo	Total
De 45 a 49 años	Hombres	Porcentaje	2010T1	12,4
De 45 a 49 años	Hombres	Porcentaje	2009T4	12,3
De 45 a 49 años	Hombres	Porcentaje	2009T3	12,2
De 45 a 49 años	Hombres	Porcentaje	2009T2	12,1
De 45 a 49 años	Hombres	Porcentaje	2009T1	12,0
De 45 a 49 años	Hombres	Porcentaje	2008T4	11,8
De 45 a 49 años	Hombres	Porcentaje	2008T3	11,7
De 45 a 49 años	Hombres	Porcentaje	2008T2	11,8
De 45 a 49 años	Hombres	Porcentaje	2008T1	11,7
De 45 a 49 años	Hombres	Porcentaje	2007T4	11,6
De 45 a 49 años	Hombres	Porcentaje	2007T3	11,5
De 45 a 49 años	Hombres	Porcentaje	2007T2	11,6
De 45 a 49 años	Hombres	Porcentaje	2007T1	11,7
De 45 a 49 años	Hombres	Porcentaje	2006T4	11,6
De 45 a 49 años	Hombres	Porcentaje	2006T3	11,6
De 45 a 49 años	Hombres	Porcentaje	2006T2	11,5
De 45 a 49 años	Hombres	Porcentaje	2006T1	11,5
De 45 a 49 años	Hombres	Porcentaje	2005T4	11,4
De 45 a 49 años	Hombres	Porcentaje	2005T3	11,3
De 45 a 49 años	Hombres	Porcentaje	2005T2	11,2
De 45 a 49 años	Hombres	Porcentaje	2005T1	11,0
De 45 a 49 años	Hombres	Porcentaje	2004T4	11,2
De 45 a 49 años	Hombres	Porcentaje	2004T3	11,1
De 45 a 49 años	Hombres	Porcentaje	2004T2	11,0
De 45 a 49 años	Hombres	Porcentaje	2004T1	11,0
De 45 a 49 años	Hombres	Porcentaje	2003T4	10,9
De 45 a 49 años	Hombres	Porcentaje	2003T3	10,8
De 45 a 49 años	Hombres	Porcentaje	2003T2	10,8
De 45 a 49 años	Hombres	Porcentaje	2003T1	10,8
De 45 a 49 años	Hombres	Porcentaje	2002T4	10,7
De 45 a 49 años	Hombres	Porcentaje	2002T3	10,7
De 45 a 49 años	Hombres	Porcentaje	2002T2	10,7
De 45 a 49 años	Hombres	Porcentaje	2002T1	10,7
De 45 a 49 años	Mujeres	Valor absoluto	2022T3	1.651,8
De 45 a 49 años	Mujeres	Valor absoluto	2022T2	1.640,9
De 45 a 49 años	Mujeres	Valor absoluto	2022T1	1.645,6
De 45 a 49 años	Mujeres	Valor absoluto	2021T4	1.633,3
De 45 a 49 años	Mujeres	Valor absoluto	2021T3	1.601,1
De 45 a 49 años	Mujeres	Valor absoluto	2021T2	1.614,2
De 45 a 49 años	Mujeres	Valor absoluto	2021T1	1.604,3
De 45 a 49 años	Mujeres	Valor absoluto	2020T4	1.604,1
De 45 a 49 años	Mujeres	Valor absoluto	2020T3	1.565,0
De 45 a 49 años	Mujeres	Valor absoluto	2020T2	1.498,3
De 45 a 49 años	Mujeres	Valor absoluto	2020T1	1.565,5
De 45 a 49 años	Mujeres	Valor absoluto	2019T4	1.556,9
De 45 a 49 años	Mujeres	Valor absoluto	2019T3	1.539,9
De 45 a 49 años	Mujeres	Valor absoluto	2019T2	1.556,5
De 45 a 49 años	Mujeres	Valor absoluto	2019T1	1.544,7
De 45 a 49 años	Mujeres	Valor absoluto	2018T4	1.520,3
De 45 a 49 años	Mujeres	Valor absoluto	2018T3	1.500,8
De 45 a 49 años	Mujeres	Valor absoluto	2018T2	1.524,8
De 45 a 49 años	Mujeres	Valor absoluto	2018T1	1.511,0
De 45 a 49 años	Mujeres	Valor absoluto	2017T4	1.500,5
De 45 a 49 años	Mujeres	Valor absoluto	2017T3	1.483,5
De 45 a 49 años	Mujeres	Valor absoluto	2017T2	1.476,5
De 45 a 49 años	Mujeres	Valor absoluto	2017T1	1.493,5
De 45 a 49 años	Mujeres	Valor absoluto	2016T4	1.494,6
De 45 a 49 años	Mujeres	Valor absoluto	2016T3	1.474,5
De 45 a 49 años	Mujeres	Valor absoluto	2016T2	1.490,5
De 45 a 49 años	Mujeres	Valor absoluto	2016T1	1.477,0
De 45 a 49 años	Mujeres	Valor absoluto	2015T4	1.474,0
De 45 a 49 años	Mujeres	Valor absoluto	2015T3	1.454,7
De 45 a 49 años	Mujeres	Valor absoluto	2015T2	1.460,5
De 45 a 49 años	Mujeres	Valor absoluto	2015T1	1.453,6
De 45 a 49 años	Mujeres	Valor absoluto	2014T4	1.442,3
De 45 a 49 años	Mujeres	Valor absoluto	2014T3	1.424,9
De 45 a 49 años	Mujeres	Valor absoluto	2014T2	1.453,9
De 45 a 49 años	Mujeres	Valor absoluto	2014T1	1.433,7
De 45 a 49 años	Mujeres	Valor absoluto	2013T4	1.427,5
De 45 a 49 años	Mujeres	Valor absoluto	2013T3	1.423,8
De 45 a 49 años	Mujeres	Valor absoluto	2013T2	1.458,1
De 45 a 49 años	Mujeres	Valor absoluto	2013T1	1.438,5
De 45 a 49 años	Mujeres	Valor absoluto	2012T4	1.441,5
De 45 a 49 años	Mujeres	Valor absoluto	2012T3	1.402,8
De 45 a 49 años	Mujeres	Valor absoluto	2012T2	1.404,4
De 45 a 49 años	Mujeres	Valor absoluto	2012T1	1.397,1
De 45 a 49 años	Mujeres	Valor absoluto	2011T4	1.371,5
De 45 a 49 años	Mujeres	Valor absoluto	2011T3	1.331,8
De 45 a 49 años	Mujeres	Valor absoluto	2011T2	1.346,4
De 45 a 49 años	Mujeres	Valor absoluto	2011T1	1.344,5
De 45 a 49 años	Mujeres	Valor absoluto	2010T4	1.326,6
De 45 a 49 años	Mujeres	Valor absoluto	2010T3	1.298,5
De 45 a 49 años	Mujeres	Valor absoluto	2010T2	1.310,4
De 45 a 49 años	Mujeres	Valor absoluto	2010T1	1.288,9
De 45 a 49 años	Mujeres	Valor absoluto	2009T4	1.260,9
De 45 a 49 años	Mujeres	Valor absoluto	2009T3	1.240,2
De 45 a 49 años	Mujeres	Valor absoluto	2009T2	1.244,5
De 45 a 49 años	Mujeres	Valor absoluto	2009T1	1.229,9
De 45 a 49 años	Mujeres	Valor absoluto	2008T4	1.206,5
De 45 a 49 años	Mujeres	Valor absoluto	2008T3	1.167,3
De 45 a 49 años	Mujeres	Valor absoluto	2008T2	1.158,0
De 45 a 49 años	Mujeres	Valor absoluto	2008T1	1.143,0
De 45 a 49 años	Mujeres	Valor absoluto	2007T4	1.125,2
De 45 a 49 años	Mujeres	Valor absoluto	2007T3	1.104,6
De 45 a 49 años	Mujeres	Valor absoluto	2007T2	1.097,9
De 45 a 49 años	Mujeres	Valor absoluto	2007T1	1.085,8
De 45 a 49 años	Mujeres	Valor absoluto	2006T4	1.061,4
De 45 a 49 años	Mujeres	Valor absoluto	2006T3	1.035,0
De 45 a 49 años	Mujeres	Valor absoluto	2006T2	1.028,6
De 45 a 49 años	Mujeres	Valor absoluto	2006T1	1.007,8
De 45 a 49 años	Mujeres	Valor absoluto	2005T4	997,3
De 45 a 49 años	Mujeres	Valor absoluto	2005T3	948,5
De 45 a 49 años	Mujeres	Valor absoluto	2005T2	961,5
De 45 a 49 años	Mujeres	Valor absoluto	2005T1	932,3
De 45 a 49 años	Mujeres	Valor absoluto	2004T4	933,5
De 45 a 49 años	Mujeres	Valor absoluto	2004T3	894,9
De 45 a 49 años	Mujeres	Valor absoluto	2004T2	885,8
De 45 a 49 años	Mujeres	Valor absoluto	2004T1	880,3
De 45 a 49 años	Mujeres	Valor absoluto	2003T4	859,1
De 45 a 49 años	Mujeres	Valor absoluto	2003T3	838,0
De 45 a 49 años	Mujeres	Valor absoluto	2003T2	833,6
De 45 a 49 años	Mujeres	Valor absoluto	2003T1	824,5
De 45 a 49 años	Mujeres	Valor absoluto	2002T4	805,4
De 45 a 49 años	Mujeres	Valor absoluto	2002T3	795,2
De 45 a 49 años	Mujeres	Valor absoluto	2002T2	782,2
De 45 a 49 años	Mujeres	Valor absoluto	2002T1	746,9
De 45 a 49 años	Mujeres	Porcentaje	2022T3	14,9
De 45 a 49 años	Mujeres	Porcentaje	2022T2	14,8
De 45 a 49 años	Mujeres	Porcentaje	2022T1	15,0
De 45 a 49 años	Mujeres	Porcentaje	2021T4	14,8
De 45 a 49 años	Mujeres	Porcentaje	2021T3	14,5
De 45 a 49 años	Mujeres	Porcentaje	2021T2	14,7
De 45 a 49 años	Mujeres	Porcentaje	2021T1	14,9
De 45 a 49 años	Mujeres	Porcentaje	2020T4	14,8
De 45 a 49 años	Mujeres	Porcentaje	2020T3	14,6
De 45 a 49 años	Mujeres	Porcentaje	2020T2	14,7
De 45 a 49 años	Mujeres	Porcentaje	2020T1	14,5
De 45 a 49 años	Mujeres	Porcentaje	2019T4	14,4
De 45 a 49 años	Mujeres	Porcentaje	2019T3	14,3
De 45 a 49 años	Mujeres	Porcentaje	2019T2	14,5
De 45 a 49 años	Mujeres	Porcentaje	2019T1	14,5
De 45 a 49 años	Mujeres	Porcentaje	2018T4	14,3
De 45 a 49 años	Mujeres	Porcentaje	2018T3	14,2
De 45 a 49 años	Mujeres	Porcentaje	2018T2	14,3
De 45 a 49 años	Mujeres	Porcentaje	2018T1	14,3
De 45 a 49 años	Mujeres	Porcentaje	2017T4	14,1
De 45 a 49 años	Mujeres	Porcentaje	2017T3	14,1
De 45 a 49 años	Mujeres	Porcentaje	2017T2	14,0
De 45 a 49 años	Mujeres	Porcentaje	2017T1	14,2
De 45 a 49 años	Mujeres	Porcentaje	2016T4	14,1
De 45 a 49 años	Mujeres	Porcentaje	2016T3	13,9
De 45 a 49 años	Mujeres	Porcentaje	2016T2	14,0
De 45 a 49 años	Mujeres	Porcentaje	2016T1	13,9
De 45 a 49 años	Mujeres	Porcentaje	2015T4	13,9
De 45 a 49 años	Mujeres	Porcentaje	2015T3	13,8
De 45 a 49 años	Mujeres	Porcentaje	2015T2	13,7
De 45 a 49 años	Mujeres	Porcentaje	2015T1	13,7
De 45 a 49 años	Mujeres	Porcentaje	2014T4	13,5
De 45 a 49 años	Mujeres	Porcentaje	2014T3	13,5
De 45 a 49 años	Mujeres	Porcentaje	2014T2	13,7
De 45 a 49 años	Mujeres	Porcentaje	2014T1	13,5
De 45 a 49 años	Mujeres	Porcentaje	2013T4	13,4
De 45 a 49 años	Mujeres	Porcentaje	2013T3	13,4
De 45 a 49 años	Mujeres	Porcentaje	2013T2	13,7
De 45 a 49 años	Mujeres	Porcentaje	2013T1	13,4
De 45 a 49 años	Mujeres	Porcentaje	2012T4	13,5
De 45 a 49 años	Mujeres	Porcentaje	2012T3	13,1
De 45 a 49 años	Mujeres	Porcentaje	2012T2	13,1
De 45 a 49 años	Mujeres	Porcentaje	2012T1	13,1
De 45 a 49 años	Mujeres	Porcentaje	2011T4	12,9
De 45 a 49 años	Mujeres	Porcentaje	2011T3	12,6
De 45 a 49 años	Mujeres	Porcentaje	2011T2	12,7
De 45 a 49 años	Mujeres	Porcentaje	2011T1	12,8
De 45 a 49 años	Mujeres	Porcentaje	2010T4	12,7
De 45 a 49 años	Mujeres	Porcentaje	2010T3	12,5
De 45 a 49 años	Mujeres	Porcentaje	2010T2	12,6
De 45 a 49 años	Mujeres	Porcentaje	2010T1	12,5
De 45 a 49 años	Mujeres	Porcentaje	2009T4	12,3
De 45 a 49 años	Mujeres	Porcentaje	2009T3	12,1
De 45 a 49 años	Mujeres	Porcentaje	2009T2	12,2
De 45 a 49 años	Mujeres	Porcentaje	2009T1	12,1
De 45 a 49 años	Mujeres	Porcentaje	2008T4	11,9
De 45 a 49 años	Mujeres	Porcentaje	2008T3	11,7
De 45 a 49 años	Mujeres	Porcentaje	2008T2	11,7
De 45 a 49 años	Mujeres	Porcentaje	2008T1	11,7
De 45 a 49 años	Mujeres	Porcentaje	2007T4	11,6
De 45 a 49 años	Mujeres	Porcentaje	2007T3	11,5
De 45 a 49 años	Mujeres	Porcentaje	2007T2	11,6
De 45 a 49 años	Mujeres	Porcentaje	2007T1	11,6
De 45 a 49 años	Mujeres	Porcentaje	2006T4	11,4
De 45 a 49 años	Mujeres	Porcentaje	2006T3	11,3
De 45 a 49 años	Mujeres	Porcentaje	2006T2	11,2
De 45 a 49 años	Mujeres	Porcentaje	2006T1	11,2
De 45 a 49 años	Mujeres	Porcentaje	2005T4	11,2
De 45 a 49 años	Mujeres	Porcentaje	2005T3	10,8
De 45 a 49 años	Mujeres	Porcentaje	2005T2	11,0
De 45 a 49 años	Mujeres	Porcentaje	2005T1	10,8
De 45 a 49 años	Mujeres	Porcentaje	2004T4	10,9
De 45 a 49 años	Mujeres	Porcentaje	2004T3	10,6
De 45 a 49 años	Mujeres	Porcentaje	2004T2	10,6
De 45 a 49 años	Mujeres	Porcentaje	2004T1	10,7
De 45 a 49 años	Mujeres	Porcentaje	2003T4	10,5
De 45 a 49 años	Mujeres	Porcentaje	2003T3	10,4
De 45 a 49 años	Mujeres	Porcentaje	2003T2	10,4
De 45 a 49 años	Mujeres	Porcentaje	2003T1	10,5
De 45 a 49 años	Mujeres	Porcentaje	2002T4	10,4
De 45 a 49 años	Mujeres	Porcentaje	2002T3	10,4
De 45 a 49 años	Mujeres	Porcentaje	2002T2	10,3
De 45 a 49 años	Mujeres	Porcentaje	2002T1	10,0
De 50 a 54 años	Ambos sexos	Valor absoluto	2022T3	3.149,0
De 50 a 54 años	Ambos sexos	Valor absoluto	2022T2	3.152,5
De 50 a 54 años	Ambos sexos	Valor absoluto	2022T1	3.146,6
De 50 a 54 años	Ambos sexos	Valor absoluto	2021T4	3.138,7
De 50 a 54 años	Ambos sexos	Valor absoluto	2021T3	3.107,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2021T2	3.076,6
De 50 a 54 años	Ambos sexos	Valor absoluto	2021T1	3.045,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2020T4	3.053,9
De 50 a 54 años	Ambos sexos	Valor absoluto	2020T3	3.004,5
De 50 a 54 años	Ambos sexos	Valor absoluto	2020T2	2.947,5
De 50 a 54 años	Ambos sexos	Valor absoluto	2020T1	3.025,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2019T4	3.060,9
De 50 a 54 años	Ambos sexos	Valor absoluto	2019T3	3.029,1
De 50 a 54 años	Ambos sexos	Valor absoluto	2019T2	3.017,9
De 50 a 54 años	Ambos sexos	Valor absoluto	2019T1	3.003,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2018T4	2.978,4
De 50 a 54 años	Ambos sexos	Valor absoluto	2018T3	2.948,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2018T2	2.947,0
De 50 a 54 años	Ambos sexos	Valor absoluto	2018T1	2.928,7
De 50 a 54 años	Ambos sexos	Valor absoluto	2017T4	2.933,0
De 50 a 54 años	Ambos sexos	Valor absoluto	2017T3	2.883,7
De 50 a 54 años	Ambos sexos	Valor absoluto	2017T2	2.888,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2017T1	2.879,6
De 50 a 54 años	Ambos sexos	Valor absoluto	2016T4	2.861,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2016T3	2.819,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2016T2	2.841,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2016T1	2.808,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2015T4	2.797,1
De 50 a 54 años	Ambos sexos	Valor absoluto	2015T3	2.771,4
De 50 a 54 años	Ambos sexos	Valor absoluto	2015T2	2.794,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2015T1	2.765,5
De 50 a 54 años	Ambos sexos	Valor absoluto	2014T4	2.764,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2014T3	2.688,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2014T2	2.699,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2014T1	2.680,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2013T4	2.664,1
De 50 a 54 años	Ambos sexos	Valor absoluto	2013T3	2.640,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2013T2	2.629,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2013T1	2.628,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2012T4	2.592,7
De 50 a 54 años	Ambos sexos	Valor absoluto	2012T3	2.584,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2012T2	2.569,9
De 50 a 54 años	Ambos sexos	Valor absoluto	2012T1	2.570,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2011T4	2.523,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2011T3	2.503,5
De 50 a 54 años	Ambos sexos	Valor absoluto	2011T2	2.490,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2011T1	2.459,1
De 50 a 54 años	Ambos sexos	Valor absoluto	2010T4	2.439,5
De 50 a 54 años	Ambos sexos	Valor absoluto	2010T3	2.394,5
De 50 a 54 años	Ambos sexos	Valor absoluto	2010T2	2.383,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2010T1	2.338,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2009T4	2.303,6
De 50 a 54 años	Ambos sexos	Valor absoluto	2009T3	2.247,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2009T2	2.230,4
De 50 a 54 años	Ambos sexos	Valor absoluto	2009T1	2.203,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2008T4	2.178,0
De 50 a 54 años	Ambos sexos	Valor absoluto	2008T3	2.130,9
De 50 a 54 años	Ambos sexos	Valor absoluto	2008T2	2.127,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2008T1	2.098,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2007T4	2.075,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2007T3	2.048,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2007T2	2.011,9
De 50 a 54 años	Ambos sexos	Valor absoluto	2007T1	1.980,1
De 50 a 54 años	Ambos sexos	Valor absoluto	2006T4	1.943,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2006T3	1.903,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2006T2	1.890,6
De 50 a 54 años	Ambos sexos	Valor absoluto	2006T1	1.866,4
De 50 a 54 años	Ambos sexos	Valor absoluto	2005T4	1.833,1
De 50 a 54 años	Ambos sexos	Valor absoluto	2005T3	1.815,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2005T2	1.804,5
De 50 a 54 años	Ambos sexos	Valor absoluto	2005T1	1.789,4
De 50 a 54 años	Ambos sexos	Valor absoluto	2004T4	1.763,7
De 50 a 54 años	Ambos sexos	Valor absoluto	2004T3	1.733,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2004T2	1.737,8
De 50 a 54 años	Ambos sexos	Valor absoluto	2004T1	1.706,3
De 50 a 54 años	Ambos sexos	Valor absoluto	2003T4	1.688,4
De 50 a 54 años	Ambos sexos	Valor absoluto	2003T3	1.673,1
De 50 a 54 años	Ambos sexos	Valor absoluto	2003T2	1.661,1
De 50 a 54 años	Ambos sexos	Valor absoluto	2003T1	1.660,0
De 50 a 54 años	Ambos sexos	Valor absoluto	2002T4	1.635,4
De 50 a 54 años	Ambos sexos	Valor absoluto	2002T3	1.614,5
De 50 a 54 años	Ambos sexos	Valor absoluto	2002T2	1.600,2
De 50 a 54 años	Ambos sexos	Valor absoluto	2002T1	1.582,5
De 50 a 54 años	Ambos sexos	Porcentaje	2022T3	13,4
De 50 a 54 años	Ambos sexos	Porcentaje	2022T2	13,5
De 50 a 54 años	Ambos sexos	Porcentaje	2022T1	13,5
De 50 a 54 años	Ambos sexos	Porcentaje	2021T4	13,5
De 50 a 54 años	Ambos sexos	Porcentaje	2021T3	13,3
De 50 a 54 años	Ambos sexos	Porcentaje	2021T2	13,3
De 50 a 54 años	Ambos sexos	Porcentaje	2021T1	13,3
De 50 a 54 años	Ambos sexos	Porcentaje	2020T4	13,2
De 50 a 54 años	Ambos sexos	Porcentaje	2020T3	13,1
De 50 a 54 años	Ambos sexos	Porcentaje	2020T2	13,4
De 50 a 54 años	Ambos sexos	Porcentaje	2020T1	13,2
De 50 a 54 años	Ambos sexos	Porcentaje	2019T4	13,2
De 50 a 54 años	Ambos sexos	Porcentaje	2019T3	13,1
De 50 a 54 años	Ambos sexos	Porcentaje	2019T2	13,1
De 50 a 54 años	Ambos sexos	Porcentaje	2019T1	13,2
De 50 a 54 años	Ambos sexos	Porcentaje	2018T4	13,0
De 50 a 54 años	Ambos sexos	Porcentaje	2018T3	12,9
De 50 a 54 años	Ambos sexos	Porcentaje	2018T2	12,9
De 50 a 54 años	Ambos sexos	Porcentaje	2018T1	12,9
De 50 a 54 años	Ambos sexos	Porcentaje	2017T4	12,9
De 50 a 54 años	Ambos sexos	Porcentaje	2017T3	12,7
De 50 a 54 años	Ambos sexos	Porcentaje	2017T2	12,7
De 50 a 54 años	Ambos sexos	Porcentaje	2017T1	12,7
De 50 a 54 años	Ambos sexos	Porcentaje	2016T4	12,6
De 50 a 54 años	Ambos sexos	Porcentaje	2016T3	12,3
De 50 a 54 años	Ambos sexos	Porcentaje	2016T2	12,4
De 50 a 54 años	Ambos sexos	Porcentaje	2016T1	12,3
De 50 a 54 años	Ambos sexos	Porcentaje	2015T4	12,2
De 50 a 54 años	Ambos sexos	Porcentaje	2015T3	12,1
De 50 a 54 años	Ambos sexos	Porcentaje	2015T2	12,1
De 50 a 54 años	Ambos sexos	Porcentaje	2015T1	12,1
De 50 a 54 años	Ambos sexos	Porcentaje	2014T4	12,0
De 50 a 54 años	Ambos sexos	Porcentaje	2014T3	11,7
De 50 a 54 años	Ambos sexos	Porcentaje	2014T2	11,8
De 50 a 54 años	Ambos sexos	Porcentaje	2014T1	11,7
De 50 a 54 años	Ambos sexos	Porcentaje	2013T4	11,5
De 50 a 54 años	Ambos sexos	Porcentaje	2013T3	11,4
De 50 a 54 años	Ambos sexos	Porcentaje	2013T2	11,3
De 50 a 54 años	Ambos sexos	Porcentaje	2013T1	11,3
De 50 a 54 años	Ambos sexos	Porcentaje	2012T4	11,1
De 50 a 54 años	Ambos sexos	Porcentaje	2012T3	11,0
De 50 a 54 años	Ambos sexos	Porcentaje	2012T2	10,9
De 50 a 54 años	Ambos sexos	Porcentaje	2012T1	11,0
De 50 a 54 años	Ambos sexos	Porcentaje	2011T4	10,8
De 50 a 54 años	Ambos sexos	Porcentaje	2011T3	10,7
De 50 a 54 años	Ambos sexos	Porcentaje	2011T2	10,6
De 50 a 54 años	Ambos sexos	Porcentaje	2011T1	10,5
De 50 a 54 años	Ambos sexos	Porcentaje	2010T4	10,4
De 50 a 54 años	Ambos sexos	Porcentaje	2010T3	10,2
De 50 a 54 años	Ambos sexos	Porcentaje	2010T2	10,2
De 50 a 54 años	Ambos sexos	Porcentaje	2010T1	10,1
De 50 a 54 años	Ambos sexos	Porcentaje	2009T4	9,9
De 50 a 54 años	Ambos sexos	Porcentaje	2009T3	9,7
De 50 a 54 años	Ambos sexos	Porcentaje	2009T2	9,6
De 50 a 54 años	Ambos sexos	Porcentaje	2009T1	9,5
De 50 a 54 años	Ambos sexos	Porcentaje	2008T4	9,4
De 50 a 54 años	Ambos sexos	Porcentaje	2008T3	9,2
De 50 a 54 años	Ambos sexos	Porcentaje	2008T2	9,2
De 50 a 54 años	Ambos sexos	Porcentaje	2008T1	9,2
De 50 a 54 años	Ambos sexos	Porcentaje	2007T4	9,2
De 50 a 54 años	Ambos sexos	Porcentaje	2007T3	9,1
De 50 a 54 años	Ambos sexos	Porcentaje	2007T2	9,0
De 50 a 54 años	Ambos sexos	Porcentaje	2007T1	8,9
De 50 a 54 años	Ambos sexos	Porcentaje	2006T4	8,8
De 50 a 54 años	Ambos sexos	Porcentaje	2006T3	8,7
De 50 a 54 años	Ambos sexos	Porcentaje	2006T2	8,7
De 50 a 54 años	Ambos sexos	Porcentaje	2006T1	8,7
De 50 a 54 años	Ambos sexos	Porcentaje	2005T4	8,6
De 50 a 54 años	Ambos sexos	Porcentaje	2005T3	8,6
De 50 a 54 años	Ambos sexos	Porcentaje	2005T2	8,5
De 50 a 54 años	Ambos sexos	Porcentaje	2005T1	8,6
De 50 a 54 años	Ambos sexos	Porcentaje	2004T4	8,5
De 50 a 54 años	Ambos sexos	Porcentaje	2004T3	8,5
De 50 a 54 años	Ambos sexos	Porcentaje	2004T2	8,6
De 50 a 54 años	Ambos sexos	Porcentaje	2004T1	8,5
De 50 a 54 años	Ambos sexos	Porcentaje	2003T4	8,4
De 50 a 54 años	Ambos sexos	Porcentaje	2003T3	8,4
De 50 a 54 años	Ambos sexos	Porcentaje	2003T2	8,5
De 50 a 54 años	Ambos sexos	Porcentaje	2003T1	8,5
De 50 a 54 años	Ambos sexos	Porcentaje	2002T4	8,5
De 50 a 54 años	Ambos sexos	Porcentaje	2002T3	8,4
De 50 a 54 años	Ambos sexos	Porcentaje	2002T2	8,5
De 50 a 54 años	Ambos sexos	Porcentaje	2002T1	8,5
De 50 a 54 años	Hombres	Valor absoluto	2022T3	1.687,4
De 50 a 54 años	Hombres	Valor absoluto	2022T2	1.671,3
De 50 a 54 años	Hombres	Valor absoluto	2022T1	1.674,4
De 50 a 54 años	Hombres	Valor absoluto	2021T4	1.671,4
De 50 a 54 años	Hombres	Valor absoluto	2021T3	1.653,3
De 50 a 54 años	Hombres	Valor absoluto	2021T2	1.657,6
De 50 a 54 años	Hombres	Valor absoluto	2021T1	1.637,2
De 50 a 54 años	Hombres	Valor absoluto	2020T4	1.641,9
De 50 a 54 años	Hombres	Valor absoluto	2020T3	1.636,9
De 50 a 54 años	Hombres	Valor absoluto	2020T2	1.598,6
De 50 a 54 años	Hombres	Valor absoluto	2020T1	1.622,1
De 50 a 54 años	Hombres	Valor absoluto	2019T4	1.628,4
De 50 a 54 años	Hombres	Valor absoluto	2019T3	1.625,1
De 50 a 54 años	Hombres	Valor absoluto	2019T2	1.613,8
De 50 a 54 años	Hombres	Valor absoluto	2019T1	1.615,6
De 50 a 54 años	Hombres	Valor absoluto	2018T4	1.612,6
De 50 a 54 años	Hombres	Valor absoluto	2018T3	1.599,7
De 50 a 54 años	Hombres	Valor absoluto	2018T2	1.593,9
De 50 a 54 años	Hombres	Valor absoluto	2018T1	1.586,7
De 50 a 54 años	Hombres	Valor absoluto	2017T4	1.591,3
De 50 a 54 años	Hombres	Valor absoluto	2017T3	1.574,3
De 50 a 54 años	Hombres	Valor absoluto	2017T2	1.578,0
De 50 a 54 años	Hombres	Valor absoluto	2017T1	1.567,3
De 50 a 54 años	Hombres	Valor absoluto	2016T4	1.559,3
De 50 a 54 años	Hombres	Valor absoluto	2016T3	1.547,8
De 50 a 54 años	Hombres	Valor absoluto	2016T2	1.547,7
De 50 a 54 años	Hombres	Valor absoluto	2016T1	1.529,3
De 50 a 54 años	Hombres	Valor absoluto	2015T4	1.524,2
De 50 a 54 años	Hombres	Valor absoluto	2015T3	1.524,9
De 50 a 54 años	Hombres	Valor absoluto	2015T2	1.517,3
De 50 a 54 años	Hombres	Valor absoluto	2015T1	1.511,5
De 50 a 54 años	Hombres	Valor absoluto	2014T4	1.501,2
De 50 a 54 años	Hombres	Valor absoluto	2014T3	1.475,1
De 50 a 54 años	Hombres	Valor absoluto	2014T2	1.477,0
De 50 a 54 años	Hombres	Valor absoluto	2014T1	1.470,2
De 50 a 54 años	Hombres	Valor absoluto	2013T4	1.462,9
De 50 a 54 años	Hombres	Valor absoluto	2013T3	1.455,1
De 50 a 54 años	Hombres	Valor absoluto	2013T2	1.450,6
De 50 a 54 años	Hombres	Valor absoluto	2013T1	1.448,9
De 50 a 54 años	Hombres	Valor absoluto	2012T4	1.428,8
De 50 a 54 años	Hombres	Valor absoluto	2012T3	1.438,0
De 50 a 54 años	Hombres	Valor absoluto	2012T2	1.432,9
De 50 a 54 años	Hombres	Valor absoluto	2012T1	1.420,3
De 50 a 54 años	Hombres	Valor absoluto	2011T4	1.415,8
De 50 a 54 años	Hombres	Valor absoluto	2011T3	1.407,6
